contigName	contigLen	totalAvgDepth	R1Dec2019.sorted.bam	R1Dec2019.sorted.bam-var	R1Feb2020.sorted.bam	R1Feb2020.sorted.bam-var	R1Jan2020.sorted.bam	R1Jan2020.sorted.bam-var	R1July2020.sorted.bam	R1July2020.sorted.bam-var	R1Mar2020.sorted.bam	R1Mar2020.sorted.bam-var	R1Nov2019.sorted.bam	R1Nov2019.sorted.bam-var	R1Sept2020.sorted.bam	R1Sept2020.sorted.bam-var	R2Dec2019.sorted.bam	R2Dec2019.sorted.bam-var	R2Feb2020.sorted.bam	R2Feb2020.sorted.bam-var	R2Jan2020.sorted.bam	R2Jan2020.sorted.bam-var	R2July2020.sorted.bam	R2July2020.sorted.bam-var	R2Mar2020.sorted.bam	R2Mar2020.sorted.bam-var	R2Nov2019.sorted.bam	R2Nov2019.sorted.bam-var	R2Sept2020.sorted.bam	R2Sept2020.sorted.bam-var
contig_2101	4225	2896.63	104.538	97407	444.952	1.75005e+06	287.299	742999	144.289	190297	301.309	792428	57.7175	29433.4	57.4034	25536.5	100.129	93486.5	153.632	209116	294.657	800023	307.354	843279	310.727	844170	76.9733	55592	255.649	572671
contig_2671	9989	53.7786	1.70282	13.7786	37.8489	222.624	5.88871	104.823	0	0	0.0459396	0.0438294	0	0	0	0	0.00142291	0.00142101	0.001118	0.00111662	1.78412	15.6761	2.21079	4.85308	0	0	0.00264254	0.00263604	4.2922	10.639
contig_2560	5172	56.6593	1.89865	7.65962	39.7764	183.207	7.13779	55.4373	0	0	0.0601354	0.0565234	0	0	0	0	0	0	0.240542	0.602157	1.04898	3.49575	2.08244	3.71675	0	0	0.00199124	0.00198753	4.41239	11.5346
contig_2564	7109	20.6139	0.043397	0.084929	1.55755	2.39989	0.240552	1.47961	5.99828	20.8603	0.432102	0.585488	0.00158069	0.00157863	2.89524	4.92851	0	0	2.68501	7.25832	0.476074	2.73092	2.54965	10.5906	0.389567	0.858457	0.153614	1.03966	3.19126	7.16251
contig_1299	14115	205.476	1.71343	9.16471	10.4343	37.7154	9.31464	151.42	31.1572	248.045	8.62764	17.4143	0.0860723	0.232337	31.847	123.287	4.63638	70.9432	26.235	151.392	10.393	59.323	27.7848	171.133	10.7411	19.9962	0.0742571	0.0903712	32.4307	158.359
contig_2444	5858	426.177	69.4893	3508.27	16.4763	115.687	16.8266	451.932	2.2994	5.15981	2.94324	7.3225	83.339	7965.99	1.55273	2.48815	64.9874	4520.37	2.21041	6.6383	21.2188	269.898	2.49422	11.7391	3.59005	8.95083	135.827	21005.9	2.92274	12.3589
contig_3050	2709	47.9136	0.590074	5.10166	0.470887	0.504902	4.10707	70.4483	3.26456	15.2079	6.79601	41.7122	0	0	5.84252	58.9693	0.00429855	0.00428169	6.34506	52.2922	7.92145	54.8399	3.9152	24.8843	5.16921	19.627	0	0	3.4873	14.6433
contig_1194	703	49736.7	376.882	4269.78	1636.96	87071.3	1098.32	54747.5	6780.75	9.18712e+06	1060.22	29891.7	224.626	1199.42	12441.3	7.43436e+06	290.839	5444.82	8675.96	8.59949e+06	1261.62	32633.9	6514.26	8.12648e+06	1189.78	38107.2	219.264	8949.51	7965.96	9.24251e+06
contig_2345	2448	2500.74	142.76	3374.22	423.239	46095	380.091	38325	92.2158	6948.02	263.63	16794.8	21.0931	78.5375	34.6414	294.507	178.935	11886.9	94.6706	3249.34	428.29	42424.7	127.261	11428.5	274.538	21405.5	30.5413	593.081	8.83812	75.0576
contig_722	22949	37.3158	0.045309	0.123227	0.737269	1.87513	0.861047	19.0741	6.28962	27.7242	1.00211	1.8364	0.000482477	0.000482215	3.45796	10.1179	0.000438616	0.000438324	4.50993	21.657	0.0657046	0.113448	9.0086	49.7225	1.25234	2.59131	0.212641	1.06379	9.87232	34.2611
contig_1644	575428	332.267	19.9483	332.243	9.80866	114.234	15.418	297.384	0.873924	4.72843	12.2971	98.4198	98.6034	4038.83	1.29179	3.79917	24.6604	646.488	1.59823	10.5165	19.0804	272.776	14.7908	873.156	16.2077	253.585	73.6347	7232.74	24.0539	1186.09
contig_382	280559	1030.06	9.45719	128.726	48.1953	1204.75	8.40815	293.362	264.519	6776.83	63.3564	1104.2	9.7468	72.6329	92.7876	776.255	13.0844	337.022	185.84	3025.83	11.4699	263.241	162.994	2299.56	57.2719	933.718	22.1635	306.925	80.7643	714.074
contig_1637	22864	1086.36	17.2422	392.687	55.05	4043.59	42.6068	2494.66	150.182	7878.21	37.3185	1112.06	2.76314	14.741	164.802	7005.04	20.524	625.577	162.92	5267.72	51.7521	3519.08	136.44	5714.22	44.4804	1425.08	3.31241	20.5483	196.966	10493.4
contig_360	4845	183.278	7.59766	137.264	9.28839	99.0587	6.55037	98.0346	15.6119	145.06	5.59872	24.5034	4.69499	32.7533	14.3363	102.149	7.30309	199.378	14.0364	166.963	11.7416	195.887	30.5832	346.507	6.81108	49.7011	12.5857	189.639	36.5389	480.985
contig_2563	3497	52.4837	0.270093	0.736373	39.467	61.6746	5.00627	64.2777	0	0	0	0	0	0	0	0	0.319689	1.86189	0	0	1.01315	2.81328	2.79146	8.14485	0	0	0.00328653	0.00327665	3.61279	5.56553
contig_1502	44678	203.969	0.000269493	0.000269418	0.0137442	0.027081	0.0673284	1.02555	51.669	568.223	13.873	31.685	0.000269493	0.000269417	11.0783	30.6031	0.000538987	0.000538446	49.3741	314.893	3.21124	15.4088	33.3612	249.298	27.6873	77.1562	0.000224578	0.00022449	13.633	44.4148
contig_913	1872	43.6974	0	0	1.90476	9.04382	2.28455	29.8631	6.26945	154.265	1.62602	13.1372	0.337398	0.647864	5.59988	64.346	0	0	6.07956	138.316	0.826365	5.7066	9.73926	200.253	0.630081	1.70794	0.0795587	0.0732717	8.32056	206.845
contig_962	9235	1639.92	80.6685	6471.38	264.766	75364	240.538	54530.6	80.2116	13092	149.883	20641.5	12.9473	171.701	50.6474	18826.5	103.003	12011.4	83.6714	13145	244.827	53160.1	99.7449	18575.7	165.445	26981.7	16.4939	419.318	47.0707	30744
contig_1327	14538	295.091	48.3993	3309.92	11.2293	196.098	14.6376	600.079	1.74701	9.71726	2.41069	14.8817	52.2888	4089.9	2.00473	11.8734	57.0975	4899.83	2.22859	13.5477	16.8401	431.761	2.73971	13.8942	2.69586	14.4067	76.6248	7439.35	4.14748	28.0615
contig_2473	16392	56.367	1.01268	4.79112	40.4296	300	5.2206	75.9976	0.00153922	0.00153652	0.0185322	0.0181865	0	0	0	0	0.888868	18.1266	0.000861963	0.000861427	1.57782	8.77921	2.32884	5.92872	0.0836104	0.14376	0	0	4.80403	14.0915
contig_2837	3819	223.527	43.6972	861.563	5.8441	27.083	18.601	504.19	0.0823113	0.157345	0.974652	2.21768	59.6787	942.697	0.0215318	0.0210739	42.4497	652.712	0	0	16.7427	167.162	0.819024	2.73662	0.855819	1.49967	32.8144	1367.54	0.945762	3.29994
contig_2998	2860	8.94317	0	0	0.167159	0.139273	0	0	2.95535	6.74925	0.16679	0.250506	0	0	1.99336	2.63932	0	0	1.28819	2.28572	0	0	0.612546	1.29023	0	0	0.00442804	0.00441017	1.75535	3.67978
contig_2003	9912	50.9835	1.77597	12.1299	34.0866	198.728	4.39766	45.2414	0	0	0.0393362	0.0377906	0.00143413	0.00143217	0.00133169	0.00133013	1.27238	26.2145	0	0	1.30772	5.10861	2.50717	5.00756	0.0925015	0.113654	0	0	5.50143	11.1451
contig_2913	19689	335.777	5.46788	39.5628	59.1111	323.551	4.47172	62.0302	46.5136	295.238	4.76897	8.92635	0.347408	0.636875	79.3792	578.509	3.03194	44.7512	21.5172	97.1165	2.26414	10.127	68.5833	484.862	3.40765	5.99271	0.00112595	0.00112468	36.9116	193.421
contig_1906	6419	20.9901	0.703302	18.7011	0.998883	3.13675	0.168607	1.15201	1.62737	5.23361	0.14149	0.167119	0.132398	0.785278	7.66422	21.0368	0.685755	18.1243	2.11964	5.88995	0.235763	2.17446	0.949593	1.64843	0.119955	0.146427	0.311373	3.77763	5.13176	22.3704
contig_615	20947	110.522	3.46512	51.9232	6.02981	84.5516	5.24653	110.674	15.2695	643.663	3.85132	34.2044	1.93345	44.1943	16.4956	522.282	5.10401	126.978	13.049	376.52	5.13281	59.4468	12.577	468.949	3.87917	33.4056	4.0653	192.293	14.4238	491.091
contig_538	5820	222.666	3.54832	38.746	8.95044	51.7279	12.6663	230.068	37.0795	2998.34	10.276	21.1059	0.21164	0.32599	37.3577	620.724	5.48748	100.489	37.7771	1535.07	6.48871	29.6809	24.8647	1165.4	7.71605	38.9779	1.32875	6.18719	28.9134	642.297
contig_549	1824	907.483	15.5257	733.63	51.2855	6852.37	30.7748	2435.3	131.412	12943.8	22.9361	1213.76	3.60812	34.9855	129.005	13043.8	17.638	1001.6	136.108	13266.2	37.9952	3794.57	133.278	12258.1	34.8023	2597.87	2.15293	11.1565	160.962	17562.8
contig_952	1802	13167.4	52.2415	436.143	226.537	4983	156.162	2307.04	2072.24	1.33401e+06	159.404	1226.64	34.4443	162.461	2460.77	410663	52.1586	1499.75	2556.87	542078	162.583	1461.11	1775.53	751578	162.35	2576.17	37.6695	401.556	3258.41	1.37415e+06
contig_1535	32944	139.882	0.214308	0.643617	5.10288	17.1284	1.02927	15.5263	26.5553	152.313	1.738	3.05596	0.637586	1.33423	13.6538	49.2782	1.07526	19.2069	12.484	53.6068	1.40187	7.26727	51.7173	428.819	2.76035	5.35421	1.36555	5.06876	20.1469	98.7432
contig_1302	2351	3.8478	0	0	0	0	0	0	0.0663335	0.128324	0.0686052	0.0639265	0.687415	1.94413	0.889596	0.90463	0	0	0	0	0	0	0.274421	0.313756	0	0	0.10995	0.207904	1.75148	3.01409
contig_2591	1693	529.782	78.8218	7146.74	11.9734	114.882	20.466	826.761	4.39728	52.2305	3.23979	10.7687	105.701	12808.7	6.32016	122.025	87.6656	10146	9.14971	113.407	15.8957	319.151	5.58393	47.9406	3.63383	11.6746	164.721	28714.9	12.2132	292.549
contig_3150	2472	51.9884	4.00517	28.5612	37.8592	187.152	1.42162	7.17051	0	0	0	0	0.00516796	0.00514346	0	0	0	0	0	0	1.55211	5.34691	2.03876	5.17558	0.323859	0.349182	0	0	4.78252	10.6287
contig_2902	10388	346.548	54.5502	1078.41	9.09465	57.3265	22.6545	441.134	1.20854	26.9349	1.51924	2.9887	71.7531	1281.03	1.37585	29.6095	80.2791	2821.29	1.462	40.4679	28.7883	400.848	1.97304	39.5178	1.46239	3.0747	66.9615	3564.69	3.46572	55.4443
contig_1632	10348	312.326	0.37929	2.22354	4.29329	12.0585	23.4932	378.152	56.1546	810.206	13.7209	43.5683	0.0457933	0.13253	50.371	442.642	3.9695	93.7721	45.8935	422.198	31.5802	242.182	51.0076	498.78	13.7008	29.9515	0.0011767	0.0011751	17.7146	57.7913
contig_2270	18756	245.816	45.6989	491.042	6.1592	22.2146	21.0795	425.3	0.149414	0.411804	1.1284	1.61855	58.649	408.673	0.27518	0.40305	55.8079	1173.96	0.0729872	0.131218	20.6061	147.718	0.280017	0.764721	0.857519	1.50028	34.3865	704.07	0.665592	1.62141
contig_3416	50968	218.131	0.000688732	0.000687907	0.0245976	0.0628522	0.20782	2.98269	56.4606	611.475	14.7938	35.1662	0.00310913	0.00310484	11.3262	27.7316	0.000491952	0.000491492	52.6033	379.172	3.22937	21.385	34.956	243.279	29.8831	110.004	0.000649376	0.000648636	14.641	55.0068
contig_1627	5277	121.778	0.23542	1.29637	0.471036	1.35372	18.0843	328.68	11.51	244.609	4.90092	8.22736	0	0	19.3745	158.973	0.413887	3.25671	25.9337	418.621	20.3681	158.625	11.7796	160.585	4.96548	16.3575	0	0	3.74117	16.0713
contig_741	5311	166.612	0	0	2.19783	5.44507	20.6359	682	25.4478	308.439	10.6758	56.3034	0	0	15.5976	202.517	3.23988	48.3795	24.0754	303.591	21.5652	371.666	20.7179	115.748	11.3478	33.4952	0	0	11.1106	32.7481
contig_2069	24560	2821.42	131.596	6638.27	509.327	92209.1	360.987	40473.4	157.362	9546.12	261.251	21309.6	19.8306	161.624	79.3619	13982.2	162.902	9752.43	144.383	5943.79	391.039	47850.1	205.247	14869.5	306.846	31479.4	29.648	465.304	61.6356	18471.3
contig_1571	3819	7.87272	0	0	0.164077	0.182992	0.123194	0.190387	1.51949	2.88173	0.0820387	0.0753335	0.410194	0.694534	1.10003	1.72192	0.696375	2.5828	0.481875	1.25526	0	0	0.778414	1.50842	0	0	1.30417	3.89719	1.21286	1.78374
contig_2874	8550	33.5681	0.00119048	0.00118904	0.771071	2.10435	0.00130952	0.00130815	0.948571	2.6169	3.61595	4.96971	0	0	3.05048	4.40508	0	0	2.00571	9.32442	0	0	13.4277	42.256	4.26548	7.16293	0	0	5.4806	10.8686
contig_1647	8692	135.294	0	0	0	0	0	0	29.9118	556.384	10.8986	20.408	0	0	9.59822	26.6082	0.00269258	0.00268583	29.8882	256.151	2.3457	10.6336	18.2436	210.5	24.4148	103.669	0	0	9.99052	52.5748
contig_1512	11084	53.4028	1.43827	10.2029	40.464	243.152	3.78718	36.8429	0.000914578	0.000913882	0.0552405	0.0648166	0.00100604	0.00100511	0	0	0.0501189	0.197975	0	0	0.859338	3.01403	2.41751	7.29359	0.0275288	0.0267738	0.000914578	0.00091393	4.3008	9.57596
contig_2911	6441	34.295	0.433158	4.09196	1.81211	3.82442	0.0238436	0.0232781	7.17104	23.8302	1.43348	3.27735	0.287713	0.424351	1.67541	3.40491	0.887299	7.88306	2.82022	6.87206	1.68526	13.3178	8.46638	35.035	1.54332	2.12924	2.60356	15.4193	3.45223	8.78088
contig_253	1758	13.1922	0.146766	0.264698	0	0	0.749378	4.6882	1.49254	7.81936	0.514304	0.903357	0.281716	0.390404	3.44216	33.1115	0.187811	0.340561	1.29229	2.41483	0.466418	0.995756	0.601368	1.46576	0.46704	1.44626	0.938433	3.22271	2.61194	16.5312
contig_2590	16031	65.8936	0.188905	0.930573	14.0037	45.3757	6.46974	85.3016	11.6919	43.1661	3.39727	4.91779	0.151502	0.264576	6.00693	18.8583	0.317864	2.80963	7.95894	26.4231	2.03998	12.6143	6.09483	14.9473	4.29633	6.20991	0.35659	1.1399	2.91915	7.94313
contig_3124	2658	22.6599	0	0	0.377193	0.792702	0	0	0.208134	0.252638	3.73086	10.7129	0	0	1.79266	5.08752	0	0	0.361244	0.712688	0	0	5.59689	29.8214	5.48405	21.7081	0.00398724	0.00397316	5.10486	15.5212
contig_486	11084	3482.83	170.922	4804.77	676.071	60908.3	457.217	28050.8	178.553	8819.18	342.696	14355.3	27.9492	171.885	39.7645	312.412	227.571	7645.38	151.652	3304.51	503.567	36283.5	243.635	14672	407.065	19802.7	38.6168	284.944	17.5466	295.048
contig_1459	12361	32.9555	0.000900827	0.000900225	1.0068	5.11396	0	0	0.869953	2.12003	5.06289	47.4837	0.00171976	0.0017171	2.49292	20.627	0.000900827	0.000900195	1.14086	3.97556	0.00106461	0.00106343	11.5491	417.847	5.3546	79.861	0.000900827	0.000900124	5.47285	78.8766
contig_2350	2869	358.274	0	0	24.1648	48.568	2.20007	35.1574	112.455	816.118	26.9257	68.324	0	0	13.1431	23.3209	0.554983	4.24677	69.0927	414.971	5.79257	34.1486	74.0555	283.246	25.2762	60.7676	0.183891	0.631367	4.42957	12.6947
contig_551	11166	32.4211	0.584423	5.56181	2.02215	4.88688	1.51107	15.1634	6.00109	17.3374	1.28558	1.84652	0.300563	0.706661	2.06817	3.85855	0.51752	6.00247	2.73693	7.64453	2.00926	9.08172	7.28822	26.456	1.66494	2.85858	1.0925	5.12445	3.33869	8.19693
contig_3138	2543	266.012	0.0396991	0.038139	52.9419	139.448	0	0	38.5027	115.669	3.61011	11.2295	0	0	70.756	159.528	0.0564145	0.0532541	18.3435	54.2032	1.71667	4.07442	58.6135	132.422	2.03092	3.09938	0	0	19.4003	54.6053
contig_1170	21736	496.559	6.40809	3417.99	37.4471	109468	16.622	23053.2	80.807	91638.9	30.2477	28168.2	3.97373	1248.98	26.2503	19118.9	9.66265	7421.09	73.3037	64930.3	21.0889	28310.1	79.881	167960	46.5966	33295.1	6.37223	3044.58	57.8983	143094
contig_1677	6625	1859.18	80.274	765.786	336.373	9993.26	216.295	3937.82	105.874	3210.51	205.656	2345.78	13.0213	31.2882	24.1654	60.9607	96.9391	1425.4	93.5748	1231.22	255.435	4682.72	172.106	6318.7	234.529	2985.44	15.67	110.934	9.26811	29.3348
contig_1818	3973	415.502	79.141	3225.76	12.0685	82.49	29.7669	404.192	0	0	1.51713	1.59201	91.2048	2651.03	0.47345	0.871012	87.4881	3033.14	0.157991	0.291095	26.5514	321.115	0.3853	0.658146	1.24588	0.977734	83.0589	7935.89	2.44285	8.69876
contig_2355	4915	1.21133	0	0	0	0	0	0	0	0	0	0	0	0	0.67723	1.22904	0.00209864	0.00209502	0	0	0	0	0.0486884	0.0950355	0	0	0	0	0.483316	0.953796
contig_2194	22356	20.2216	0.121994	0.778711	1.42943	3.07961	0.104566	1.07653	5.82622	19.1743	0.245519	0.26313	0.000450329	0.000450019	3.54418	6.51807	0.0745744	0.422196	3.16815	10.4642	0.217374	0.706533	2.35441	6.85391	0.532649	0.880851	0.000450329	0.000449998	2.60164	8.09407
contig_1939	11675	43.1005	1.21232	6.55078	31.3945	284.827	4.0498	79.3588	0.0661171	0.162255	0.013102	0.0129283	0	0	0	0	0.0662907	0.114315	0.0262039	0.0517131	0.810846	3.62766	1.82811	4.93376	0.0915401	0.109375	0.00208243	0.00207853	3.53952	6.82102
contig_1768	6938	4347.19	199.864	3027.23	838.968	36177.4	551.864	14505.4	229.806	6063.03	424.426	6437.17	29.0242	68.4102	55.2753	276.008	277.381	4601.67	206.532	3403.74	624.887	13458.4	323.114	10442.7	509.555	10857.1	53.1176	498.909	23.3745	82.4177
contig_3171	5827	77.6958	1.58799	12.3957	56.7601	293.34	8.64946	83.8107	0	0	0.105866	0.0946733	0	0	0	0	0	0	0	0	1.226	9.90455	3.1145	6.93562	0	0	0.00193764	0.00193427	6.24996	14.6333
contig_1984	2793	460.493	0.965948	5.44232	5.57813	15.9068	30.4779	316.949	89.8127	841.337	19.9724	25.4969	0	0	68.7041	421.849	6.72985	104.362	76.4351	407.072	38.0848	257.404	82.6837	473.326	19.0288	57.3201	0	0	22.0201	44.6087
contig_1967	3863	162.801	7.25478	62.4436	12.8206	1133.35	7.94425	515.104	19.3946	3350.96	5.57905	274.9	13.9332	145.97	9.49448	806.29	12.003	309.304	9.74657	877.173	8.05225	413.432	16.6205	2394.77	5.88123	304.63	12.5553	191.552	21.5211	3589.52
contig_2289	11735	252.917	3.54795	31.1028	46.1861	172.302	1.77238	14.3373	34.4113	104.911	3.48606	5.84008	0.15451	0.215951	61.018	234.757	0.963056	13.6662	17.9492	60.8931	2.14234	10.0068	57.7851	292.846	2.33647	2.56347	0.000863185	0.000862591	21.1633	71.1151
contig_3234	11723	43.0775	0.075175	0.445546	1.36162	4.03853	0.0260952	0.0254116	7.32809	23.7502	1.35185	1.64184	0.0272185	0.0430651	4.77162	13.063	0.0530545	0.102438	5.5429	26.4743	0.279098	0.631358	10.3773	37.7398	1.86088	3.22442	0.0909876	0.316576	9.93165	28.8358
contig_204	4283	1414.32	9.74425	548.654	25.1261	2654.52	21.0535	2540.73	208.601	19303.3	20.5797	1144.07	0.909993	7.22614	292.61	13269.2	9.54585	629.866	250.677	16148.8	25.1079	3617.05	178.226	12774	26.6448	1300.39	1.55408	23.4309	343.941	28127.6
contig_1576	2088	65.5929	0	0	0.00515996	0.00513602	0	0	11.581	566.551	0.917957	1.652	0	0	17.4448	1347.85	0.00980392	0.0097122	13.2848	826.06	0	0	9.70743	465.568	1.19556	3.33438	0	0	11.4463	508.369
contig_3006	6423	999.085	7.15479	64.3843	174.329	15630	106.013	5197.72	54.7813	1305.19	153.096	11361.3	0.447633	0.939878	64.34	1590.54	32.4743	1014.94	61.0037	1293.26	172.038	12713.7	18.6866	352.52	149.337	10345.6	1.23944	6.81967	4.14283	16.4494
contig_3413	16206	360.306	0.581589	3.71278	4.05381	9.73063	32.9198	584.211	62.3767	1243.3	18.2567	87.9168	0.00062282	0.000622328	50.9901	433.748	4.40384	67.3746	54.1371	863.783	33.8013	295.104	60.9709	949.801	16.8954	56.6621	0	0	20.9179	62.277
contig_1466	16336	34.2603	0.280119	3.14766	0.0112443	0.0111144	0	0	6.98882	104.072	0.478438	1.42886	0.0660447	0.263756	2.40325	21.7585	0.000926727	0.000925997	5.12517	123.705	0.0006796	0.000679014	10.8651	70.2944	0.534783	1.51376	0.230075	0.5748	7.27561	39.0564
contig_1415	8691	2956.33	135.69	6661.94	536.346	98958.7	342.071	39649.7	168.846	13601.2	279.019	26131.9	22.1257	217.152	78.3723	9732.45	161.054	11509.3	158.536	7182.98	416.832	60745.1	224.129	15384.4	331.088	36641	28.3494	411.714	73.8718	19614.1
contig_3365	8470	2632.29	130.227	6776.68	440.851	67137.9	353.649	44886.8	134.442	6859.87	255.022	19413.3	21.1856	182.666	78.8733	1202.02	148.485	7669.05	151.226	6035.27	397.344	53352.6	154.798	7885.86	302.925	27125.2	23.8885	359.82	39.3756	819.482
contig_3530	32705	38.3525	0.000645062	0.000644508	0.0379051	0.147428	0.000737214	0.000736414	1.32112	3.41165	0.0651206	0.105417	0.0426663	0.124142	0.552143	0.986397	0.000675779	0.000674931	1.07123	3.38206	0.000368607	0.000368472	22.0344	101.093	0.0231608	0.0496184	0.0426663	0.0598374	13.1596	37.323
contig_1675	6241	55.6733	0.643901	4.37011	40.3531	183.429	5.51978	101.834	0.0351338	0.0690403	0	0	0	0	0	0	0.370711	3.70408	0	0	1.64324	7.66372	1.50517	3.56302	0.0495813	0.0652	0	0	5.55262	17.2203
contig_3154	2251	1231.35	3.04569	18.4692	219.892	4051.81	121.642	3035	61.5659	543.343	191.514	3638.49	0.292718	0.350949	82.1028	602.45	53.5355	898.844	71.5788	744.73	218.779	4298.22	13.4055	34.4115	186.624	3055.53	1.63874	6.54043	5.73013	14.0724
contig_3456	12792	314.951	0.893292	6.60804	4.45191	15.8783	31.421	542.641	47.7287	960.347	13.5651	68.6709	0.000949217	0.000948411	57.5119	327.511	1.98054	32.3653	47.6689	503.002	34.5877	266.191	44.4129	666.312	15.1689	55.0126	0	0	15.5592	43.4997
contig_3521	45172	194.784	0.00104393	0.00104262	0.00104393	0.00104213	0.0802719	0.526892	50.2168	586.746	13.0386	31.8665	0.00048865	0.000488191	10.3989	23.8889	0.00133268	0.00133051	46.9773	400.323	2.96882	15.635	30.8853	236.033	27.0356	81.7561	0.0013771	0.00137432	13.1773	46.7625
contig_3063	28275	49.6424	0.856569	7.11165	1.10112	3.08917	1.19204	19.5342	7.11744	20.2238	3.95623	6.91502	0.30528	0.558199	2.38955	4.661	0.919253	15.7061	3.77913	12.4195	1.45102	8.91831	8.00228	21.6445	5.75236	10.0512	0.837618	3.43655	11.9825	32.1321
contig_507	41012	262.825	3.95835	56.9128	3.26597	34.9025	2.96278	58.1779	46.8008	834.933	3.18124	20.4768	4.9491	74.0082	61.3933	5927.08	5.38273	151.631	33.6907	391.047	2.73692	32.3147	32.6336	325.588	4.36523	38.7164	11.0957	497.601	46.4088	504.457
contig_3542	7991	373.29	1.29665	10.186	4.97028	9.83795	26.5008	311.508	74.874	617.757	16.9728	46.9752	0.038388	0.0369145	53.1028	252.501	3.26463	64.2902	55.8133	315.65	32.3641	205.433	67.2116	308.504	16.9665	26.0165	0	0	19.9139	58.7135
contig_3136	3659	60.945	0.300085	0.435296	0.99373	15.7577	0.15104	0.913895	11.0593	296.443	0.499288	1.90572	0.276717	0.444798	5.78113	158.329	0.213451	0.650283	6.7344	190.36	0.887147	18.408	15.2069	671.003	1.35851	5.39768	0.589627	4.1297	16.8937	583.747
contig_2343	8710	7.72033	0.210981	1.56654	0.141706	0.183298	0.139252	0.537739	0.463435	0.874268	0.984696	1.32692	0.00128505	0.00128369	0.614136	1.27436	0	0	0.158178	0.682008	0.349883	0.754451	0.421729	0.896485	1.09276	1.61394	0	0	3.14229	7.73346
contig_2833	6840	1069.01	147.029	3753.89	28.8454	253.305	50.3456	987.925	3.81046	15.6287	6.25934	15.3486	232.829	9459.19	3.25815	13.2876	177.129	6030.56	3.52691	16.4669	48.5428	441.7	5.77384	20.7198	5.87668	11.2052	349.729	27564.7	6.0577	14.6526
contig_3168	3517	3022.21	157.428	4994.38	544.445	56567.9	420.092	28332	123.141	6234.01	311.694	12868.7	27.7285	218.299	37.3739	280.465	183.628	8277.25	127.811	3480.47	523.151	39448.8	167.227	13738.4	359.781	17914.1	27.098	317.083	11.6115	63.1218
contig_1239	2793	201.344	1.25728	9.23681	4.99168	9.96822	20.9625	499.393	19.8536	75.3655	19.9251	46.1337	0	0	44.1309	162.908	4.31555	34.119	13.8714	44.4098	21.8547	88.0517	19.633	160.224	17.2773	25.934	0	0	13.2709	30.7501
contig_1453	3709	27.5504	0	0	0.962911	1.32186	0	0	1.53021	2.51614	2.68446	4.15252	0	0	1.86232	3.2688	0	0	0.973869	3.37678	0	0	11.7848	57.7106	3.69542	14.2613	0	0	4.05648	10.8786
contig_1246	12026	103.111	0	0	1.90468	4.99545	0	0	18.8138	109.534	7.24528	19.3646	0	0	11.0105	35.5095	0.00101044	0.00100944	14.9256	60.2965	0	0	18.9619	88.6702	11.4598	28.7904	0.000842034	0.00084158	18.7871	57.7733
contig_1314	13421	39.7895	0	0	0	0	0.259965	4.35933	1.90008	7.68676	0	0	0.000753523	0.000753196	0.758873	1.75062	0	0	0.996911	3.81163	0.00180845	0.00180553	23.8656	144.485	0.0452867	0.043252	0.0226057	0.044689	11.9376	36.6393
contig_2092	21894	147.107	0.886038	7.566	0.950699	2.87007	10.0297	156.291	22.0823	351.774	2.80077	5.50136	0.0146247	0.0279496	15.5306	59.8552	0.602787	8.81587	31.478	313.722	22.9877	183.152	31.0735	462.076	6.05519	13.5238	0.000965784	0.000964713	2.61451	7.48877
contig_801	10677	53.5463	0.912416	5.37647	1.66857	7.60863	0.926665	13.8181	6.53054	16.5265	4.87062	5.76219	0.394889	0.965039	2.57196	4.69126	1.59362	24.7371	3.64729	12.843	0.894462	2.68644	7.65014	26.1726	7.10174	11.6522	1.18657	5.83247	13.5968	38.7504
contig_1381	2207	429.625	2.3228	31.247	7.48274	169.268	48.2727	713.25	61.6091	3270.04	15.9806	124.275	0.397667	2.91669	72.9446	5265	0.733106	5.50015	68.0851	5395.15	37.8362	432.065	59.9854	1703.11	15.6578	46.8089	0.126884	0.36473	38.1901	8520.17
contig_2578	26669	943.883	129.006	5047.1	25.9835	216.379	40.9181	1034.13	3.25864	11.1836	4.35269	10.2344	182.507	10066.8	2.79211	5.78072	171.136	9809.52	3.33953	11.3003	37.9043	499.558	5.41216	22.9442	5.20382	14.0474	327.506	38713.6	4.56367	14.997
contig_1349	98373	131.67	1.99708	43.4911	1.92297	6.69108	0.733118	13.5213	23.7549	149.168	9.79768	27.5889	1.50016	21.6372	11.7694	41.2978	2.38272	81.1383	15.7404	84.8304	0.685104	7.11961	25.227	156.955	13.0621	41.9456	3.7114	118.364	19.3859	87.6113
contig_3550	27816	30.5942	0	0	0.680149	1.70239	0.000759054	0.000758638	0.935625	2.49357	3.42825	6.7888	0.0003976	0.000397388	2.2755	5.54029	0.000831345	0.000830511	0.668872	2.6049	0.000361454	0.000361254	11.9507	87.2773	5.03174	8.69113	0.000903636	0.000902652	5.62015	20.1976
contig_1290	15769	32.7113	0.163903	1.0049	1.13247	2.58758	0.115692	0.700635	6.30341	26.7263	0.824765	1.74356	0.0395032	0.0766412	3.70914	11.0268	0	0	3.29996	12.2014	0.3118	1.44981	8.00378	34.9526	1.48595	2.72216	0.151738	0.547809	7.16915	32.3433
