contigName	contigLen	totalAvgDepth	R1Dec2019.sorted.bam	R1Dec2019.sorted.bam-var	R1Feb2020.sorted.bam	R1Feb2020.sorted.bam-var	R1Jan2020.sorted.bam	R1Jan2020.sorted.bam-var	R1July2020.sorted.bam	R1July2020.sorted.bam-var	R1Mar2020.sorted.bam	R1Mar2020.sorted.bam-var	R1Nov2019.sorted.bam	R1Nov2019.sorted.bam-var	R1Sept2020.sorted.bam	R1Sept2020.sorted.bam-var	R2Dec2019.sorted.bam	R2Dec2019.sorted.bam-var	R2Feb2020.sorted.bam	R2Feb2020.sorted.bam-var	R2Jan2020.sorted.bam	R2Jan2020.sorted.bam-var	R2July2020.sorted.bam	R2July2020.sorted.bam-var	R2Mar2020.sorted.bam	R2Mar2020.sorted.bam-var	R2Nov2019.sorted.bam	R2Nov2019.sorted.bam-var	R2Sept2020.sorted.bam	R2Sept2020.sorted.bam-var
contig_2436	13023	10.0372	0.0223724	0.044245	0.463062	0.968799	0.708848	9.02781	1.08895	3.61735	1.71172	2.55419	0.00100987	0.00100892	0.396722	0.873686	0	0	0.402548	1.22504	0.211217	0.460132	0.233124	0.460314	2.06067	3.80216	0.00186437	0.00186133	2.7351	5.91202
contig_325	856	1533.57	67.4221	1498.58	184.067	3593.45	201.334	3540.57	68.483	394.321	142.075	1571.7	81.3881	1041.66	74.2989	419.376	102.654	2315	78.5382	337.616	176.643	2159.81	72.3003	633.589	128.992	893.18	95.3626	2047.42	60.0156	401.413
contig_2199	37948	1516.8	151.324	4479.14	45.8691	21767.8	61.4482	16351.5	53.952	279152	20.0438	13622.2	227.913	8916.29	146.609	1.28491e+06	182.468	7129.49	93.1975	586059	63.8312	19028.4	51.165	197561	18.3968	9740.84	324.031	30112.5	76.5551	425854
contig_1720	3406	48.8074	0.00337838	0.00336802	0	0	0	0	1.74232	2.61042	0	0	0	0	0.555897	0.630386	0	0	1.01382	4.84707	0	0	29.0326	124.817	0	0	0.188575	0.33862	16.2709	33.597
contig_2758	4688	42.7706	1.27633	6.69673	29.0597	102.792	3.6926	26.7813	0	0	0	0	0.00550903	0.00548004	0	0	0.00264434	0.00263792	0.133098	0.456614	1.27126	7.16694	2.90524	7.86317	0.166373	0.205305	0	0	4.25782	11.2259
contig_3394	26492	424.375	0.661833	4.87098	5.31387	13.9264	34.8163	679.179	76.9493	999.108	20.2962	94.6305	0.00117683	0.00117572	64.3196	382.742	7.70317	93.7336	61.85	583.563	39.2011	305.756	69.8592	713.114	20.4179	95.6199	0	0	22.9855	84.3014
contig_1509	15525	236.93	2.58426	17.5342	41.4332	214.691	1.63896	14.475	34.9338	180.706	3.26862	5.17522	0.215024	0.424982	56.9272	559.34	0.727285	6.00864	16.7495	79.4904	1.72702	8.43952	50.4387	365.544	2.41242	3.36725	0.00338211	0.0033709	23.8709	86.6298
contig_1201	1289	908.334	10.5171	77.0022	31.9017	189.888	15.1958	98.2875	105.213	3470.57	99.1018	337.838	3.35031	4.93956	114.16	724.185	3.71203	34.0541	158.432	2673.31	18.4504	83.367	97.5821	1587.09	123.322	1476.16	1.44425	6.64082	125.951	3330.24
contig_1777	21200	225.425	3.72442	30.0032	39.6546	384.818	2.33881	29.4854	32.6919	308.7	3.17135	5.36046	0.149264	0.210511	53.4679	645.884	0.793159	7.06086	14.7457	91.2593	1.742	13.2179	48.5169	618.875	2.14029	4.96095	0.00171021	0.00170784	22.2871	136.956
contig_2322	6029	219.438	4.70726	35.6123	36.209	311.177	3.0643	25.1098	32.4421	307.439	3.81698	8.26146	0.152577	0.321578	51.4936	411.499	0.796224	11.7223	14.4943	68.9364	1.49617	6.79682	42.1318	350.138	2.55588	8.36818	0	0	26.0781	145.877
contig_2172	15247	18.7304	0.039743	0.0776479	2.54335	6.20467	1.1811	10.0382	2.34768	8.42597	1.54633	3.49299	0	0	1.23296	2.91716	0.00079486	0.000794331	2.6861	13.903	1.24475	6.65561	1.87759	6.64822	0.951911	1.4121	0.000662383	0.000661827	3.07743	7.49142
contig_871	7712	34.13	1.01693	7.44608	1.42912	3.0375	1.76964	14.4345	5.38165	22.3766	0.856652	1.74368	0.132372	0.18734	4.31526	8.13151	1.05607	26.9081	3.59706	13.3055	0.838138	2.18799	4.24173	9.95813	0.967469	1.21568	0.49881	2.50591	8.02909	15.4793
contig_2677	13446	163.831	2.331	17.4051	26.9319	282.216	0.858755	6.88809	24.1337	255.801	2.49534	4.71647	0.0913809	0.393794	40.2539	545.203	0.2858	1.90374	10.9286	69.4792	1.33363	6.5159	33.772	390.694	1.41614	3.12868	0.056784	0.280712	18.942	133.841
contig_3355	6429	145.151	0	0	0.0979455	0.300554	0.620162	8.16008	30.6278	766.993	11.95	15.088	0	0	9.20401	31.9136	0	0	36.1935	562.647	3.06482	7.69306	17.2403	187.878	26.8713	107.534	0	0	9.28062	34.5103
contig_957	5452	57.2855	1.04659	6.69945	5.12674	12.1576	1.90136	16.2248	7.24821	38.5124	3.17899	3.45888	1.21897	4.38484	4.0513	8.19123	0.515654	2.93924	7.2897	26.4645	3.05753	17.0159	9.6441	58.6552	3.16447	5.66925	1.2831	8.10477	8.55885	24.0055
contig_2630	19906	3.69194	0.000506175	0.000505827	0	0	0.00060741	0.000606722	0	0	0	0	0.000506175	0.00050577	0.0304718	0.0600492	0.00060741	0.000606868	0.0620065	0.119073	0	0	0	0	0	0	0.000506175	0.000505755	3.59673	9.94773
contig_3327	9700	46.9849	0.15644	0.651161	0.612461	1.71705	1.68042	17.3469	6.79016	20.7354	3.95529	6.65952	0.362513	0.487469	1.94953	3.37504	0.804921	6.05312	2.51916	6.64395	0.91644	3.23795	8.19487	29.8864	6.70827	14.5419	0.473717	1.26843	11.8607	27.4978
contig_3111	3211	25.2953	0.980072	5.6079	2.00621	6.52323	0	0	3.83698	16.8045	1.18556	1.41783	0	0	2.99967	4.02582	0.891865	15.1965	2.56517	9.14184	0.295328	0.602247	4.5165	11.751	1.72362	2.00329	0.999347	2.38433	3.295	5.58383
contig_1942	6153	4133.7	197.534	6218.57	833.521	81490.7	481.395	27281.2	260.411	10632	398.838	18949.2	29.0703	152.039	42.7678	234.911	234.374	9743.09	200.311	4388.63	556.283	37861.7	341.938	17008.5	487.466	29615.2	46.9872	430.365	22.8093	193.346
contig_3574	4740	1276.66	217.806	17933.1	65.3573	1672.86	96.6447	2849.42	10.5002	65.9737	17.5076	104.78	238.394	25553.1	13.812	75.0505	217.596	21576.8	14.3466	107.161	100.007	2861.4	13.9288	60.807	15.3826	70.2868	238.23	34960.2	17.1447	50.5589
contig_1006	4589	2774.71	70.1025	2281.61	403.094	74049.5	233.553	26058.4	301.932	24195.9	245.922	26864.7	14.4524	118.62	109.414	12702.2	100.694	4947.23	242.557	11282.7	260.793	31438.2	337.257	13244.1	303.396	40780.8	20.6857	286.406	130.86	36827
contig_2209	4350	41.0655	2.17333	24.9854	2.24381	3.47762	1.17929	9.3398	8.4	20.6383	1.84238	1.38692	0.5	0.783044	2.09619	3.10414	2.76167	66.572	3.51024	7.77991	1.71905	6.92562	7.43786	23.2151	2.13667	2.55431	1.20452	5.28735	3.86048	9.55186
contig_1481	10141	930.796	125.208	6810.88	24.6704	256.604	41.9016	963.968	3.32339	10.7202	3.92984	8.96068	192.004	14470.7	2.50445	7.70838	155.855	10424.2	3.06936	11.3535	38.5632	659.397	4.70594	18.6776	4.91632	14.7876	324.477	46116.2	5.6684	18.0058
contig_2645	2248	210.818	2.3694	17.4568	37.8994	179.578	3.58389	42.1375	31.1773	129.412	1.96997	0.879867	0.0719733	0.066824	50.9128	456.081	0	0	13.7259	69.6162	0.0567207	0.0535312	50.6787	566.087	0.93327	1.47958	0	0	17.4385	42.3351
contig_756	4189	88.9178	0.334736	1.66086	3.29388	7.25683	0.261698	1.76372	23.5744	73.0012	4.35157	8.55021	0.0740282	0.0685675	11.2691	27.4043	0.0713048	0.280246	9.76207	25.2712	1.179	10.2694	14.6133	46.648	6.05769	8.11392	0.215152	0.618189	13.8599	53.0269
contig_2391	1159	38.9356	1.2775	2.43681	0.859267	0.698423	3.16947	34.4644	1.66006	2.49842	1.95045	2.12054	0.190287	0.320911	2.34291	3.66008	0	0	3.39346	7.7329	1.30327	3.61427	6.44301	16.1974	0.848365	0.805362	0.894946	1.71514	14.6026	63.4024
contig_3429	25418	124.626	0.000474909	0.000474647	2.30738	8.02694	0.000395757	0.000395529	25.4687	98.4464	8.98678	18.0071	0.000435333	0.00043503	13.261	44.7638	0.000831091	0.000830143	15.4904	62.2067	0	0	27.0137	127.583	11.7906	25.8484	0	0	20.3055	63.9217
contig_658	9178	5001.08	270.277	7526.25	946.293	72703.6	721.628	27265	27.8525	272.065	724.237	25107	160.622	1541.07	8.38458	25.1947	227.758	7494.06	55.3881	513.307	808.2	36688.6	147.571	4220.91	717.367	36420.3	128.945	3602.09	56.555	523.735
contig_2035	4589	3409.6	189.787	5945.28	641.361	59043.5	435.976	17196.7	168.16	9554.04	343.813	12451	27.4787	105.95	59.567	921.08	193.992	7651.63	161.853	4832.51	518.751	28702.1	221.355	15909.5	386.154	19248.5	28.5242	231.004	32.8295	2021.12
contig_3538	26032	981.437	92.9772	1534.83	63.5647	431.839	50.2267	980.033	30.8301	180.809	15.7533	41.6004	136.867	1804.77	24.0024	83.3329	119.476	2917.95	25.3499	118.258	48.9687	402.917	55.2392	465.816	18.1671	71.8457	274.986	7718.94	25.0284	108.997
contig_2889	4941	137.99	0.252974	0.688778	4.70382	16.5827	3.2776	56.0675	28.8268	279.767	1.89606	3.14954	1.1315	2.9735	13.0282	57.995	0.81674	17.7837	10.6487	35.5502	1.22459	4.81682	49.1778	689.054	2.56314	3.80471	0.722396	2.46822	19.7195	80.908
contig_2487	3066	189.514	1.02195	15.7869	3.67078	9.6067	1.09225	14.0271	46.3155	541.628	14.2706	25.9087	1.26509	1.80862	8.24623	20.1673	3.41118	59.0883	45.2099	354.268	0.899177	4.83304	24.0343	179.134	27.0991	64.6681	2.94753	17.0651	10.0302	21.7013
contig_396	2530	2266.58	84.7773	8256.08	384.9	154551	249.234	70173.7	191.682	41811.9	182.113	34101.3	14.6403	263.329	65.487	2434.56	107.845	13735.7	132.883	18240	261.011	73755.2	237.522	69514.5	212.079	46192.6	25.3849	696.855	117.018	12262.5
contig_639	3513	260.097	9.40351	419.816	28.11	4114.36	38.6664	7143.08	10.7927	96.9855	20.7241	1787.61	6.57003	100.374	13.6176	125.058	14.3253	1050.71	19.7832	391.076	39.0928	6686.26	14.1882	152.587	22.0175	2101.82	4.37734	93.3274	18.4279	174.969
contig_342	6711	676.057	35.0227	3317.34	79.8407	13548.2	81.8945	19224.4	36.7962	2091.33	49.7374	7159.96	8.2556	128.2	68.2436	5454.69	30.1611	2007.84	35.1986	1631.44	81.7843	16586.2	34.4742	1771.4	54.963	8104.85	5.86542	66.0075	73.8202	7874.29
contig_581	77147	59.9939	0.996091	11.3927	1.72552	36.5568	1.34882	20.129	8.44807	135.287	4.63944	38.2696	0.500708	4.64849	2.93201	62.363	1.39279	28.3048	5.53253	90.0427	1.38842	11.7761	9.28671	98.971	6.89713	38.9619	1.38317	32.2116	13.5225	92.7269
contig_3297	201687	119.905	0.480215	18.7809	2.42456	7.80961	0.160293	2.5595	22.1179	130.3	9.81326	22.8431	0.466058	12.1292	11.2872	36.4897	0.764207	46.9716	15.9897	77.3434	0.141761	2.11068	23.6689	130.478	12.1801	31.155	1.03311	56.1293	19.3773	74.1157
contig_3372	12854	290.363	0.648851	4.36652	5.11256	13.3771	2.56132	27.9805	20.4151	131.297	2.74111	4.02784	0.794238	1.23027	24.7322	91.9678	1.14019	12.7447	16.0782	60.3388	4.67302	28.6934	174.191	4455.38	6.06321	12.1101	1.31124	5.21695	29.9007	133.443
contig_2358	13326	72.8296	0.000758956	0.000758576	0.00106254	0.00106135	0	0	18.8342	94.813	0.159912	0.283267	0	0	8.31922	18.6917	0.226169	2.21065	8.03461	32.0691	0.227535	0.572273	32.1631	222.519	1.54227	3.49506	0.000758956	0.000758469	3.32005	7.69299
contig_906	484	569.015	6.11677	41.611	11.1497	22.0135	24.509	179.392	86.6796	497.066	5.27246	5.06967	4.86228	10.9119	49.5569	165.557	2.16766	8.54237	108.584	468.465	11.2156	115.737	94.497	394.647	3.33832	3.09541	0.42515	0.245131	160.641	996.169
contig_92	623	2027.55	131.822	5363.79	390.831	40134.9	219.655	13417.3	96	2950.72	213.926	11742.8	16.1205	90.6741	21.5962	139.932	96.5624	4430.21	101.753	2814.48	328.918	25419.2	143.698	5755.16	250.146	16811.1	8.39323	27.5485	8.13108	20.3049
contig_2334	11363	67.5586	10.4342	1778.88	1.53447	35.4112	3.43797	273.784	1.92197	5.81471	0.282083	0.465665	7.12887	998.278	6.63471	21.005	11.5568	2173.73	1.91037	5.60202	3.04432	169.181	1.52502	5.5362	0.29555	0.537332	11.5833	2158.15	6.26906	20.0931
contig_1272	4327	162.265	1.04142	8.19558	0.215705	0.205122	0.00574575	0.00571391	3.41465	8.21494	0.901125	1.01344	0	0	0.858032	1.64347	0.397414	2.04516	3.13503	10.8655	0.555423	2.09231	118.705	926.627	2.62533	2.74389	0.0723007	0.0670876	30.3385	126.47
contig_1202	1092	5534.32	517.428	1.06708e+06	892.299	3.1455e+06	650.305	1.61771e+06	208.143	117144	231.851	195092	286.285	314820	133.035	32431.3	526.32	1.14029e+06	222.361	147084	667.013	1.77333e+06	275.886	220821	238.404	205730	413.827	647802	271.16	235411
contig_3129	9447	963.474	95.7939	1036.13	59.8976	328.447	42.1303	500.346	31.2382	126.489	16.4222	37.9603	139.916	839.543	22.5283	74.1276	120.381	2549.32	26.8902	141.414	44.7635	279.144	54.3772	378.855	17.7185	30.0431	266.397	4978.68	25.0207	62.1226
contig_2299	7395	46.4835	0	0	1.79075	7.26129	0	0	4.49634	28.204	0.144928	0.278547	0.0416839	0.0816211	0.705728	1.55893	0	0	3.24265	15.7565	0	0	22.4806	108.738	0.445549	1.11022	0.020842	0.0204101	13.1144	40.5405
contig_3430	3140	724.178	17.2284	1205.25	58.8729	17761.9	34.211	6095.6	90.7348	13805.3	29.4512	3937.97	3.07324	51.3067	113.062	8827.09	21.3709	1912.12	76.1264	9866.61	43.9344	8298.31	74.4545	9888.11	38.0686	6220.52	4.20435	72.3654	119.385	11993.3
contig_2649	1384	53.0502	3.60373	22.8103	34.3493	145.126	3.23663	22.2719	0	0	0.398703	0.885489	0	0	0	0	0	0	0	0	0.97893	2.9598	1.84441	1.97418	0	0	0	0	8.63857	8.42887
contig_1631	3915	10.8359	0	0	0.680478	1.39862	0.00345286	0.00344217	4.66454	14.0532	0.0398406	0.0382633	0	0	1.19469	1.20251	0.00292165	0.00291392	1.43958	3.81759	0	0	1.58964	3.49075	0.579017	0.450506	0	0	0.6417	0.936709
contig_1968	8228	11.6247	0.0576875	0.166535	1.39713	4.42639	0.298589	2.33833	1.38772	4.48134	1.06227	2.04862	0.00136172	0.00136009	0.969176	2.88886	0.00148552	0.00148337	1.79054	7.89351	0.520921	2.706	1.57428	6.48887	0.744863	1.68742	0.00123793	0.00123691	1.81741	4.19554
contig_241	651490	757.931	12.8324	181.121	18.8655	291.921	11.7842	278.711	168.106	2588.13	22.2416	148.985	11.7797	92.7767	123.249	1186.08	19.0908	457.231	91.9796	995.69	11.9749	212.281	93.7481	992.639	27.3323	196.649	28.6918	424.058	116.255	1178.46
contig_2477	8917	1271.3	245.8	10926.6	43.8887	417.955	81.1601	2018.19	0.721341	1.80964	3.14931	4.895	171.468	5491.15	0.53439	1.34697	308.13	17715.1	0.469488	1.22605	80.5896	1713.81	0.966351	2.99771	2.68324	5.35483	329.915	24023.1	1.82617	3.42937
contig_2485	3138	16.2851	0.151272	0.229539	2.32195	5.12702	1.01439	9.0788	3.14324	10.6264	1.13989	1.91343	0	0	0.54083	0.62939	0	0	3.00167	10.2413	0.958501	2.89092	0.823628	1.58623	0.881526	2.54364	0	0	2.30823	3.33619
contig_230	40134	227.436	7.04612	87.2899	7.08854	102.927	4.54694	61.1576	44.2999	1268.63	7.68485	123.157	5.82518	45.4999	34.4754	536.02	8.73437	181.82	27.6848	553.239	5.79242	64.9861	27.7415	506.373	8.8662	134.635	14.1753	261.34	23.4744	488.234
contig_3280	64607	673.468	11.3109	97.8321	15.7249	54.1865	10.4716	163.068	152.563	2598.17	19.5427	66.776	10.5133	28.9315	109.434	1280.46	15.7017	271.429	82.3219	940.99	9.73143	60.9768	86.4864	845.51	23.5235	78.9361	23.4626	123.422	102.68	1194.76
scaffold_1075	103005	35248.7	242.065	127058	1363.76	3.18159e+06	670.01	750485	5983.16	1.25797e+07	770.245	1.07928e+06	126.87	31849.8	4677.22	2.68721e+06	255.847	147540	6096.79	6.70339e+06	718.272	874858	5309.07	9.4957e+06	879.965	1.36128e+06	228.436	132859	7926.97	1.05413e+07
contig_641	15890	238.397	0.567027	8.86531	3.09873	259.065	1.87046	95.1833	48.325	4869.4	13.3217	76.8734	0.479098	7.88741	23.0321	4858.92	0.649619	13.0998	54.2227	8376.26	4.62992	195.204	34.1365	4292.69	24.8081	156.274	0.31709	3.25475	28.9386	11103.3
contig_3165	2712	21.8142	0	0	0.645199	1.7589	0	0	0.672521	1.31364	1.59875	1.98493	0	0	1.6292	1.79061	0	0	0.469945	0.925494	0	0	11.3162	56.0663	2.12178	5.2206	0	0	3.36066	13.399
contig_947	12820	96.8183	0	0	0.75809	1.89404	0	0	18.6107	99.8386	10.0642	22.1478	0.0119179	0.0117763	8.02644	23.7281	0.000868193	0.000867512	13.4843	51.7551	0	0	19.0154	103.08	12.7214	26.4463	0.00197316	0.00196939	14.123	57.7203
contig_2145	12476	123.978	17.7362	133.315	5.22927	14.3225	8.05866	133.892	0.878144	2.74838	1.02491	1.37256	15.4542	53.4718	0.048921	0.0465273	28.9493	499.638	0.388366	0.923521	5.35145	31.582	0.658446	1.07083	1.01614	1.70285	38.6761	269.084	0.507788	0.926433
contig_321	2151	65.7361	0.966017	4.46298	2.2049	6.66697	3.76162	61.3973	13.3408	60.6278	1.70165	2.39642	0.226387	0.175223	3.08346	5.61455	0.226387	0.628226	6.84958	37.9429	1.68066	5.0155	18.1494	142.87	2.91854	4.36386	3.29785	16.3928	7.32884	24.6208
contig_3191	20187	875.06	121.366	5213.59	23.1679	192.19	38.0812	1134.39	1.72795	4.32217	4.71458	12.6498	193.141	12350.4	2.72117	7.35706	165.171	9175.72	2.72805	10.1223	39.0935	634.154	3.4861	10.8226	4.56076	12.8021	271.234	30513.8	3.86725	11.9306
contig_1474	11119	1359.13	7.96381	61.9506	244.891	7073.68	174.077	5521.46	73.1792	1335.22	209.355	4368.66	0.823958	1.88679	88.3672	968.766	49.5733	832.578	68.8582	842.569	218.614	6603.6	18.6468	137.182	198.548	4651.76	1.40906	7.26891	4.82688	12.7374
contig_3026	4299	54.3818	0.220535	1.1575	1.96553	2.46675	0.363461	1.75614	10.7607	37.412	1.34249	1.73968	0.109183	0.0972904	7.79007	17.4955	0.181249	0.438203	6.24102	16.123	0.144131	0.267553	11.2986	37.5152	2.78911	4.53794	0.181007	0.274604	10.9947	52.5242
contig_995	604	8328.08	12.0529	42.6595	102.991	562.335	50.859	226.771	1809.4	261993	72.9758	682.443	17.7731	39.4296	1383.71	93031.8	22.8899	165.608	1534.67	78775.8	65.5859	386.72	1447.93	130761	84.5529	271.113	17.7379	51.037	1704.96	94606.2
contig_3364	11597	170.257	0	0	0.00096095	0.000960123	0	0	39.6557	436	11.0393	17.7558	0	0	10.4257	20.6359	0.000873591	0.000873093	41.5748	265.731	2.34463	16.9468	27.6634	168.264	26.5068	72.4627	0	0	11.0453	35.293
contig_3052	2512	85.6503	0	0	1.39585	2.46458	0	0	14.4936	91.2978	8.7409	29.5543	0	0	8.7536	31.9409	0	0	8.95343	36.2404	0.0042337	0.00421757	18.8014	124.894	9.27011	21.495	0	0	15.2371	85.4936
contig_2566	14577	397.692	2.60553	103.151	47.1943	2528.28	10.2837	527.318	61.6418	126149	4.58266	662.178	0.706037	16.0142	53.7767	92826.4	1.70819	97.2917	63.9064	133805	6.74541	760.139	52.1272	80067.8	5.49123	947.968	1.21342	48.0965	85.7091	211839
contig_689	3703	23.9977	0	0	0.342527	0.737671	0	0	0.798762	3.1274	3.18548	4.53059	0	0	1.79623	4.71805	0	0	0.504644	3.74057	0	0	8.85083	47.8795	4.08697	7.96688	0	0	4.43231	11.6278
contig_498	51526	306.804	14.624	3147.68	23.5474	6434.65	19.1915	5678.87	30.7115	632.254	13.1497	2231.23	13.3555	2558.68	21.02	1170.95	18.8953	5708.49	19.0889	1087.85	24.0696	8857.03	52.2588	603.222	14.0077	2348.93	20.1539	6035.58	22.7301	234.245
contig_1940	24237	401.724	0.453315	2.61964	4.54702	12.8552	36.7927	551.904	75.9726	990.195	17.6378	47.4012	0.00137003	0.00136816	59.7055	361.451	3.75613	40.7771	61.5182	421.558	34.8801	303.896	68.6784	811.084	16.7803	38.3053	0	0	21.0001	72.2324
contig_3209	9867	362.584	65.2444	1096.33	11.6016	72.941	30.5923	375.746	0.111557	0.177347	1.69795	2.22273	81.9335	1087.06	0.214469	0.30987	75.9482	2717.52	0.15725	0.370115	26.1645	186.939	0.893794	1.47019	1.04312	1.91052	65.148	1846.28	1.83297	7.07789
contig_2271	12344	352.72	65.3959	1665.88	11.2667	80.9144	24.3136	460.55	0.147368	0.275756	1.14327	1.8329	76.6679	984.397	0.373462	0.503023	72.3536	1926.12	0.0989831	0.1479	27.4463	244.968	0.877809	2.20069	1.19665	3.78727	69.5946	2517.12	1.84402	6.34701
contig_3284	4459	338.551	12.9327	126.91	9.37132	22.1767	9.25621	137.855	60.4915	297.88	11.8246	17.2998	10.1778	25.8914	40.6201	166.437	27.9209	687.447	39.0432	187.335	7.35043	29.5299	39.5974	133.338	15.6022	22.151	24.8512	122.315	29.512	138.368
contig_1629	6668	474.89	11.5546	89.0018	50.9561	571.608	9.3205	112.139	71.8475	1085.03	49.3539	454.412	13.9764	45.7277	18.0626	84.1069	23.2944	289.526	39.3303	259.161	14.7264	73.1253	60.8478	539.253	47.93	379.729	33.5098	254.933	30.18	132.609
contig_1701	13205	34.1244	0.259517	1.33313	0.17319	0.753134	0.0587514	0.242525	7.46028	92.5254	0.439525	1.4157	0.74753	3.92529	3.61264	55.4876	0.19663	2.77115	3.20751	35.4392	0.207736	1.09273	9.78874	38.3237	1.12846	4.55832	0.524397	5.00579	6.31949	56.2205
contig_949	6253	19.6585	0	0	0	0	0	0	2.51974	6.3107	0	0	0	0	6.84106	12.0187	0.00245781	0.002452	2.19351	6.61549	0	0	1.95215	7.75184	0	0	0	0	6.1496	14.6593
contig_1444	11394	10.4112	0.294468	1.65322	0.695304	1.4688	0.0266809	0.0526584	0.563501	0.894171	1.98986	5.77298	0.0009783	0.000977429	0.240751	0.421907	0	0	0.342761	0.785352	0.655372	4.35523	0.538954	1.70172	1.32471	2.67603	0	0	3.73782	8.93954
contig_1018	40143	149.8	0.00125022	0.00124834	0.000250044	0.000249933	0.126097	1.22853	33.3535	464.851	10.78	21.6273	0.000850149	0.000849068	9.59823	23.924	0	0	36.5313	301.93	3.47518	16.9968	21.6027	212.095	24.4884	80.625	0.000925162	0.000924296	9.8415	38.277
contig_2682	4032	192.007	0	0	0	0	0	0	46.2597	551.985	12.178	35.1944	0	0	11.1953	22.9638	0	0	47.5335	361.495	1.75889	8.87471	26.7447	204.846	30.1929	90.6456	0	0	16.1443	81.8707
contig_303	42893	2401.38	69.3608	29679.5	239.569	308997	174.443	171755	236.838	73770.7	112.524	81290.6	11.4331	892.329	316.366	23864.1	81.4258	35227.2	242.133	73952.4	193.147	218552	226.904	112438	136.525	121844	15.6515	1489.44	345.056	36901
contig_502	15993	463.353	13.7344	299.028	44.5142	3619.69	43.8341	2265.68	46.0527	3730.08	28.0848	856.441	2.51442	10.0057	41.6852	1713.39	14.2823	451.033	40.66	2605.16	46.4657	2444.7	51.7697	4062.04	30.7077	1192.04	2.54674	19.4874	56.5014	3833.76
contig_2285	37561	9338.3	200.893	18037.2	448.448	142677	634.413	192054	894.475	988389	1543.53	1.35855e+06	9.64588	293.033	134.857	20528	225.199	25277	832.694	749388	702.904	236432	1123.62	872896	2355.84	2.92671e+06	19.1945	300.327	212.589	36636.3
contig_1607	3356	1296.69	36.2386	763.364	31.4467	434.426	22.7742	528.738	156.655	4903.41	39.1388	219.126	32.6001	862.89	212.685	4788.9	47.9042	2851.29	128.766	2358.35	21.1379	443.04	206.264	5811.5	52.2021	401.502	69.9024	5227.07	238.974	5204.27
contig_2397	4281	2710.83	132.695	3345.87	504.154	46670.2	360.089	12955.4	154.105	8754.16	278.82	9592.22	18.4115	64.431	34.3103	294.998	149.474	4500.83	134.665	3972.51	381.072	13126.1	211.927	16668.3	309.576	17063	22.7165	205.368	18.8141	297.952
contig_1925	7251	88.1804	1.46416	14.8122	19.9516	595.135	2.89804	55.7883	16.8759	418.58	5.32136	48.6274	0.427405	1.88921	7.76665	85.1387	1.31024	21.6551	10.0023	116.963	3.693	30.4887	8.77285	81.567	5.04154	45.368	1.06492	11.9909	3.59048	13.1967
contig_3244	11031	3459.28	79.4282	2921.19	320.317	46053.9	216.441	21817.3	437.172	81365.5	162.694	11165.5	13.9608	90.1615	353.607	19041	97.7217	5228.94	412.373	56029.7	234.283	23794.5	433.069	82707.4	204.767	18032.6	19.758	224.85	473.691	42557.5
contig_636	8186	2581.09	113.639	8901.87	441.709	122055	289.494	51422	198.079	15824.9	211.167	27273.3	17.0204	189.554	85.5859	10020.7	127.09	12690	172.425	11195.7	319.518	63351.1	227.337	18186.3	252.891	39019.9	27.8365	596.732	97.2989	25233.6
contig_609	4026	29.8029	0	0	3.26316	10.2321	4.94711	72.8601	2.0485	4.94378	1.92647	3.09002	0.0804954	0.0740275	4.99716	14.4591	0.0386997	0.0372096	2.47962	7.29177	3.07585	19.1639	3.42492	10.5588	1.81863	3.81257	0.0807534	0.152195	1.62152	3.30318
contig_2858	13721	23.3101	0.000736865	0.000736692	0.0887923	0.176854	0.00103161	0.00103059	4.0143	16.878	0	0	0.00154742	0.00154499	7.68565	20.4153	0.000736865	0.000736633	1.62619	4.04363	0.000810552	0.000810097	2.08076	4.19783	0.158573	0.222312	0	0	7.65095	17.2632
contig_1896	18394	27.3683	0.189103	0.980591	1.78733	3.24824	0.416301	4.47671	8.19086	23.4191	0.404188	0.440126	0.00137031	0.00136854	4.11872	7.48992	0.573065	12.4382	4.53053	16.3329	0.318516	1.8412	3.18697	9.42588	0.539081	1.17638	0.0331068	0.0651211	3.07915	5.82373
contig_1889	17812	312.2	56.3686	1441.83	8.0445	51.156	20.9356	419.632	0.176424	0.501082	1.17507	1.8262	70.4663	1268.78	0.316046	0.689907	66.2341	1608.19	0.270921	1.12637	24.0587	319.884	0.896048	2.22452	1.25416	2.40103	60.6493	2964.53	1.35472	4.66336
contig_1056	1732	126.534	1.12832	2.50408	5.00822	11.9045	0.470923	1.77492	16.7288	47.9447	1.86789	3.00784	1.97598	3.56802	11.3123	43.4888	2.91972	34.2484	12.8856	45.1779	3.14223	10.8596	35.7712	353.869	3.32364	11.9977	5.47219	25.2614	24.5272	85.9673
contig_3261	2937	117.835	0	0	0.422318	0.890162	3.70219	60.2188	25.6764	122.271	2.03696	2.81737	0	0	21.5131	21.1063	0	0	19.2214	65.3092	1.6742	6.90239	17.0854	35.0773	5.05813	6.21912	0	0	21.4453	46.1667
contig_3484	23260	63.4071	1.70307	221.538	6.68157	2168.17	6.35128	3700.15	6.73302	128.421	6.02047	2791.23	1.39965	170.414	6.08066	422.716	1.51865	133.291	6.03535	930.299	6.15322	3577.57	4.44427	356.625	3.99771	1122.72	0.495846	27.2528	5.7923	1061.38
